player_name,team,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,porpag,adjoe,pfr,year,pid,type,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts
Nate Heise,Northern Iowa,23,76.0,90.9,13.8,44.9,48.93,1.1,11.7,6.7,19.2,30,39,0.769,34,73,0.466,21,73,0.28800000000000003,2.4,2.0,26.7,So,04-Jun,-0.06281569999999999,84.6605,2.3,2022,72805,all,105.292,103.99600000000001,2.45432,126.89299999999999,-0.344229,-1.44204,1.09781,-1.73321,31.0,-2.02107,0.287856,0.4,3.16,3.56,1.32,1.2,0.64,7.6
Jarren Cook,Sam Houston St.,23,32.6,94.4,18.5,48.6,49.7,1.7,8.4,7.2,16.9,8,12,0.667,10,20,0.5,29,90,0.322,1.0,1.9,10.9,So,04-Jun,0.23151599999999997,90.1585,3.6,2022,72808,all,102.208,105.25200000000001,1.03905,54.7293,-2.65726,-0.877116,-1.78014,-2.45208,13.963,-1.48928,-0.962802,0.2222,1.1852,1.4074,0.6296,0.5556,0.1111,6.2593
Justin Hill,Longwood,26,61.8,98.1,25.9,47.5,51.53,2.2,16.7,25.7,20.4,57,77,0.74,79,170,0.465,23,69,0.33299999999999996,0.2,1.8,32.2,So,Jun-00,1.5829,102.395,2.3,2022,72809,all,102.46799999999999,104.69,2.0840799999999997,123.59700000000001,-1.13544,-0.368237,-0.767202,-0.041406599999999995,26.7037,0.775825,-0.817232,0.4815,3.7037,4.1852,3.0741,0.8519,0.037000000000000005,11.037
Chaunce Jenkins,Wichita St.,3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,04-Jun,-0.32318800000000003,-7.88207,0.0,2022,72810,all,112.066,111.97200000000001,0.0530332,0.275669,-2.0979400000000004,-2.31204,0.214092,-8.719339999999999,6.8,-6.20675,-2.51258,0.4,0.0,0.4,0.4,0.0,0.0,1.2
Keith Dinwiddie Jr.,San Diego St.,6,2.6,130.0,31.8,60.0,60.0,4.2,0.0,33.9,0.0,0,0,0.0,3,6,0.5,6,14,0.429,0.0,4.3,0.0,So,Jun-00,1.0681200000000002,151.216,0.0,2022,72811,all,95.5244,97.3749,0.483871,4.9514,13.6646,16.0952,-2.43051,20.995,6.2857,17.9612,3.03389,0.1429,0.1429,0.2857,0.4286,0.2857,0.0,5.1429
Alex Peterson,Kennesaw St.,21,66.5,92.7,17.5,53.7,52.98,8.4,17.6,4.0,21.8,26,55,0.473,66,120,0.55,0,3,0.0,1.7,1.2,44.7,Sr,07-Jun,0.169049,87.0859,2.4,2022,72812,all,105.10600000000001,105.37,2.02157,99.1406,-3.52264,-3.4524800000000004,-0.0701599,-2.89645,25.9583,-2.0263299999999997,-0.8701209999999999,1.9583,3.8333,5.7917,0.5,0.6667,0.4167,7.2917
Demetrius Rives,Kennesaw St.,3,0.6,131.4,20.0,0.0,51.55,67.1,0.0,35.7,0.0,5,6,0.833,0,1,0.0,0,1,0.0,0.0,0.0,300.0,So,04-Jun,0.237629,126.344,0.0,2022,72813,all,114.01100000000001,118.279,0.0519146,0.532129,24.0215,24.3833,-0.361817,29.5424,1.75,33.2383,-3.6958900000000003,0.75,0.0,0.75,0.25,0.25,0.0,1.5
Brandon Stroud,Kennesaw St.,21,58.2,82.7,18.1,39.8,43.97,6.6,24.7,11.5,24.1,24,35,0.6859999999999999,30,70,0.429,10,43,0.233,0.4,2.0,31.0,So,06-Jun,-0.554658,78.3913,5.2,2022,72814,all,101.984,102.24,2.0213,98.8847,-2.7178400000000003,-3.66926,0.9514229999999999,-4.67991,22.1667,-4.68941,0.00949755,1.375,4.4583,5.8333,1.2917,0.875,0.0833,5.5417
Gage Gomez,UC Santa Barbara,6,0.6,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,03-Jun,-0.32055100000000003,-7.121989999999999,6.7,2022,72815,all,98.5399,103.14,0.0836802,0.956641,-5.50765,-4.46621,-1.04145,-10.8067,2.625,-9.51626,-1.2904200000000001,0.0,0.5,0.5,0.375,0.0,0.125,0.875
Joshua Walker,Radford,3,0.5,204.4,12.7,100.0,101.69,0.0,23.9,0.0,0.0,1,1,1.0,1,1,1.0,0,0,0.0,0.0,0.0,100.0,So,07-Jun,0.539546,178.549,0.0,2022,72820,all,102.027,109.632,0.101924,0.834017,-2.03861,3.25421,-5.29282,9.943389999999999,1.6667,8.10719,1.8362,0.0,0.3333,0.3333,0.0,0.0,0.0,1.0
John Hugley,Pittsburgh,7,11.8,86.7,23.6,39.5,42.11,12.6,19.9,5.9,18.9,6,10,0.6,15,36,0.41700000000000004,0,2,0.0,1.1,1.1,26.3,So,09-Jun,0.245574,90.0192,6.5,2022,72821,all,102.491,102.721,1.2648700000000002,19.1322,-6.08764,-3.9557300000000004,-2.13191,-4.857080000000001,14.8571,-3.7357199999999997,-1.1213600000000001,1.7143,2.5714,4.2857,0.4286,0.2857,0.1429,5.1429
Elton Walker,Austin Peay,24,39.8,84.8,15.3,49.2,50.72,8.6,14.4,8.3,34.8,14,25,0.56,31,58,0.534,1,8,0.125,0.9,1.7,37.9,Sr,04-Jun,-0.480391,76.9045,4.4,2022,72822,all,103.67200000000001,108.124,1.10054,71.5026,-3.2326900000000003,-3.0481599999999998,-0.184534,-4.41937,17.2692,-3.8351699999999997,-0.584201,1.3077,1.9231,3.2308,0.8077,0.6538,0.1923,3.8462
Noah Collier,Pittsburgh,12,11.8,86.7,8.0,28.6,38.3,5.2,11.1,6.3,20.9,5,10,0.5,2,7,0.28600000000000003,0,0,0.0,2.3,1.1,142.9,So,08-Jun,-0.41181599999999996,71.562,4.2,2022,72823,all,105.29799999999999,102.833,0.734464,16.8818,-1.5104799999999998,-2.48997,0.9794860000000001,-1.58899,8.6667,-2.75251,1.16352,0.4167,0.8333,1.25,0.3333,0.1667,0.1667,0.75
Femi Odukale,Pittsburgh,22,50.9,95.0,20.4,50.0,50.46,2.4,12.1,21.2,21.6,36,73,0.493,43,86,0.5,8,24,0.33299999999999996,1.3,2.5,66.4,So,05-Jun,0.9611639999999999,98.8581,2.9,2022,72824,all,102.603,97.5712,2.0975599999999996,82.0265,0.242069,-0.219127,0.46119499999999997,1.61295,20.3636,0.09538250000000001,1.51757,0.4545,2.1364,2.5909,2.2273,0.8636,0.2273,6.6364
JaDun Michael,Elon,11,17.9,43.9,14.9,17.2,20.41,2.7,10.3,1.4,19.0,3,6,0.5,2,15,0.133,2,14,0.14300000000000002,1.0,0.0,20.7,So,05-Jun,-1.8486599999999997,39.827,3.7,2022,72826,all,104.914,107.20700000000001,0.815866,17.9747,-11.8702,-9.410110000000001,-2.46008,-12.1316,11.75,-8.74371,-3.3879,0.25,1.0,1.25,0.1667,0.0,0.1667,1.3333
Colin Granger,Ohio,21,13.8,82.2,16.6,39.3,40.88,12.5,10.5,3.6,25.5,4,8,0.5,11,27,0.40700000000000003,0,1,0.0,0.0,0.9,28.6,So,09-Jun,-0.16602,77.6442,11.2,2022,72827,all,105.956,103.985,0.507574,21.5032,-6.2118,-4.462969999999999,-1.7488299999999999,-10.4157,6.0909,-8.984869999999999,-1.4308100000000001,0.6364,0.5909,1.2273,0.1364,0.0909,0.0,1.3182
Rifen Miguel,Troy,12,8.8,74.9,27.3,37.0,46.06,9.8,13.7,0.0,31.8,11,14,0.7859999999999999,7,19,0.368,2,8,0.25,1.4,2.0,51.9,Sr,08-Jun,-0.155054,78.8723,12.4,2022,72828,all,101.415,101.54700000000001,0.624455,16.7042,-13.5312,-9.431189999999999,-4.09997,-15.312000000000001,7.3077,-13.3172,-1.9948400000000002,0.6923,0.9231,1.6154,0.0,0.2308,0.1538,2.9231
JT Shumate,Toledo,23,54.1,135.1,16.1,64.8,68.16,7.9,9.1,8.8,11.4,51,62,0.823,78,116,0.672,18,46,0.391,4.9,1.0,38.3,Sr,07-Jun,3.9957599999999998,126.225,3.6,2022,72829,all,104.189,103.03,2.3627700000000003,114.44200000000001,6.09414,4.450130000000001,1.6440000000000001,4.603280000000001,28.5652,3.95036,0.652925,2.0,2.4783,4.4783,1.3913,0.5217,1.3043,11.3478
Jalin Anderson,Loyola Marymount,21,74.1,87.7,17.8,37.9,42.11,2.2,7.0,21.0,24.1,28,36,0.778,31,87,0.35600000000000004,20,74,0.27,0.9,1.4,22.4,So,04-Jun,0.339481,88.4063,3.2,2022,72830,all,103.29899999999999,100.85799999999999,2.84444,104.571,-1.44416,-0.714384,-0.7297779999999999,-1.88263,31.2381,-1.5658,-0.316826,0.5238,1.7143,2.2381,3.3810000000000002,0.7619,0.2381,7.1429
Christian Shumate,McNeese St.,6,3.6,75.4,21.9,71.4,66.89,12.1,22.4,0.0,45.4,0,1,0.0,5,7,0.7140000000000001,0,0,0.0,12.5,0.0,14.3,So,06-Jun,-0.12371800000000001,78.1251,5.3,2022,72832,all,93.1954,92.0178,0.611378,6.8423300000000005,-8.100439999999999,-10.1477,2.04724,-2.8690700000000002,5.375,-3.17283,0.303763,0.375,1.0,1.375,0.0,0.0,0.375,1.5
Ari Seals,Tulsa,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,03-Jun,-0.320546,-7.12058,0.0,2022,72834,all,110.07799999999999,114.285,0.0450102,0.101217,-3.73165,-3.30275,-0.428899,-9.581430000000001,2.0,-6.02029,-3.56114,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.0
Woody Newton,Oklahoma St.,11,7.7,108.0,18.8,58.9,59.75,2.6,21.9,2.2,14.2,5,8,0.625,6,10,0.6,7,18,0.389,4.0,2.0,28.6,So,08-Jun,0.6553979999999999,109.40799999999999,4.1,2022,72836,all,96.8061,93.5774,0.913903,19.5023,0.554852,0.662039,-0.10718599999999999,3.22269,7.9091,1.56981,1.65288,0.1818,1.6364,1.8182,0.0909,0.2727,0.2727,3.4545
E.J. Clark,Alabama St.,12,34.0,92.5,17.4,37.5,45.47,3.0,8.3,16.5,18.1,21,25,0.84,15,40,0.375,6,24,0.25,0.0,2.3,39.1,Sr,11-May,-0.09967100000000001,83.8489,3.6,2022,72837,all,99.8874,113.209,0.9659909999999999,40.958,-5.18767,-2.40246,-2.7852099999999997,-3.60165,20.4167,-3.00252,-0.5991350000000001,0.5833,1.5,2.0833,1.5,0.8333,0.0,5.75
Sam Mervis,Indiana St.,4,0.5,200.0,7.3,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,12.1,0.0,So,11-May,0.369102,170.351,0.0,2022,72838,all,83.0486,83.2423,0.190908,1.52348,14.802999999999999,6.0167,8.78633,16.8059,1.2,4.72208,12.0839,0.0,0.0,0.0,0.0,0.2,0.0,0.4
Luka Eller,Miami OH,6,2.0,122.9,12.0,60.0,60.0,0.0,19.1,0.0,0.0,0,0,0.0,3,4,0.75,0,1,0.0,6.5,0.0,0.0,So,07-Jun,0.224294,106.802,2.2,2022,72839,all,104.273,103.321,0.249158,3.41775,-3.60773,-2.72834,-0.879391,2.5937099999999997,3.0,1.35576,1.23794,0.0,0.5,0.5,0.0,0.0,0.1667,1.0
Jackson Ames,Miami OH,8,3.3,123.2,16.8,66.7,63.29,15.7,7.9,0.0,12.2,2,4,0.5,4,6,0.667,0,0,0.0,8.1,0.0,66.7,So,11-Jun,0.383058,115.709,17.9,2022,72840,all,106.16,105.37299999999999,0.275255,5.09494,-1.20733,0.196894,-1.40422,-7.8331100000000005,3.625,-8.3966,0.563483,0.5,0.25,0.75,0.0,0.0,0.25,1.25
Jace Howard,Michigan,11,3.0,79.8,22.0,50.0,51.06,0.0,12.6,0.0,24.0,5,10,0.5,2,5,0.4,1,2,0.5,0.0,0.0,142.9,So,07-Jun,0.017267599999999998,86.8657,5.9,2022,72842,all,101.18,93.1484,0.365817,5.13124,-9.26938,-5.98565,-3.2837300000000003,-7.383769999999999,3.0909,-6.24645,-1.13732,0.0,0.3636,0.3636,0.0,0.0,0.0,1.0909
Max Burchill,South Dakota,5,1.9,85.5,19.5,30.0,30.0,13.6,6.2,18.2,16.3,0,0,0.0,0,2,0.0,1,3,0.33299999999999996,0.0,0.0,0.0,So,02-Jun,-0.051440099999999996,81.1379,4.4,2022,72843,all,111.539,114.806,0.155527,2.3932,-6.42046,-1.92641,-4.49406,-8.08126,3.5,-2.62851,-5.45275,0.5,0.5,1.0,0.3333,0.0,0.0,0.8333
Cem Kirciman,Green Bay,19,15.0,92.2,14.7,45.0,47.88,7.5,14.4,8.0,23.5,4,5,0.8,6,15,0.4,5,15,0.33299999999999996,3.4,1.5,16.7,So,08-Jun,-0.06497409999999999,82.885,6.5,2022,72844,all,109.081,108.706,0.5083840000000001,27.2227,-3.22513,-2.5977200000000003,-0.627413,-5.8246400000000005,8.1579,-4.59166,-1.23298,0.5263,0.9474,1.4737,0.3684,0.2105,0.2632,1.6316
Taj Thweatt,West Virginia,9,2.0,66.4,18.4,28.6,28.57,0.0,35.1,23.0,26.8,0,0,0.0,2,4,0.5,0,3,0.0,0.0,2.5,0.0,So,07-Jun,-0.141851,69.2595,7.0,2022,72845,all,92.5009,90.8402,0.322925,5.9614,-2.42191,-4.97168,2.5497799999999997,-3.91624,2.5556,-7.2139,3.29766,0.0,0.7778,0.7778,0.3333,0.1111,0.0,0.4444
Michael Matas,SIU Edwardsville,19,19.5,98.0,17.6,46.6,53.26,10.6,6.0,2.1,20.2,17,22,0.773,19,32,0.594,1,12,0.083,2.3,0.6,50.0,So,08-Jun,0.22326500000000002,91.5249,5.7,2022,72846,all,111.69200000000001,114.728,0.446146,27.1645,-6.70023,-2.7167,-3.9835199999999995,-6.608280000000001,10.3,-3.82439,-2.78389,0.85,0.6,1.45,0.1,0.1,0.2,3.15
Josiah Fulcher,Bowling Green,24,44.5,94.4,18.5,48.6,48.4,4.3,13.5,8.9,17.5,12,27,0.444,49,96,0.51,12,42,0.28600000000000003,0.5,2.1,19.6,So,03-Jun,0.342127,90.5808,3.8,2022,72847,all,103.758,102.777,1.57275,84.5806,-2.4483599999999996,-2.19493,-0.25343699999999997,-2.21255,18.36,-2.20808,-0.00447558,0.8,2.24,3.04,0.88,0.72,0.08,6.0
Fah'Mir Ali,College of Charleston,24,69.8,91.4,26.2,42.9,47.41,3.2,8.1,25.9,24.8,55,74,0.743,66,161,0.41,24,77,0.312,0.0,3.3,31.1,So,10-May,1.04155,95.5316,2.0,2022,72848,all,100.036,102.62700000000001,2.49634,128.764,-1.69418,-1.3423399999999999,-0.35184899999999997,-1.65366,29.7308,-1.03785,-0.615805,0.6923,2.0,2.6923,3.7692,1.6154,0.0,10.5769
Caleb Huffman,Nicholls St.,20,61.1,98.7,26.8,49.5,51.9,3.0,11.1,15.9,16.8,35,50,0.7,70,139,0.504,26,81,0.321,0.9,2.0,22.7,Sr,04-Jun,1.6923,105.20200000000001,4.9,2022,72849,all,112.758,112.804,1.22613,84.6077,-2.94101,0.45864499999999997,-3.39965,-2.78993,24.1304,0.0491798,-2.83911,0.6522,2.5217,3.1739,1.7391,0.9565,0.1739,13.3043
RJ Glasper,Incarnate Word,15,45.0,99.7,19.1,48.1,53.42,1.9,9.6,11.5,18.5,32,35,0.914,38,78,0.48700000000000004,18,57,0.316,0.0,1.4,25.9,Sr,Jun-00,1.4191799999999999,98.3085,2.1,2022,72850,all,109.11,110.02600000000001,1.87335,74.2786,-2.2259700000000002,-0.522085,-1.7038900000000001,-2.4389,29.1111,-0.498418,-1.94048,0.4444,2.6111,3.0556,2.0,0.7778,0.0,11.0
Max Williams,DePaul,3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,02-Jun,-0.21464,-7.5281899999999995,0.0,2022,72851,all,112.40899999999999,111.935,0.0354421,0.196784,-2.21259,-2.50612,0.293535,-7.42898,0.6667,-4.41164,-3.01735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Osten,Northern Illinois,24,37.9,110.3,9.4,59.6,56.11,7.4,9.3,2.3,13.8,9,23,0.391,28,47,0.596,0,0,0.0,4.8,0.6,48.9,Sr,09-Jun,0.733854,98.6462,5.6,2022,72853,all,108.61,101.984,1.385,62.4518,1.88468,-0.338409,2.22309,-0.9910559999999999,15.9583,-1.64268,0.651628,1.0833,1.25,2.3333,0.2083,0.1667,0.7083,2.7083
Griffin Yaklich,Illinois Chicago,7,3.5,47.6,15.0,40.0,33.61,0.0,10.7,5.7,37.1,0,2,0.0,2,3,0.667,0,2,0.0,0.0,1.9,40.0,So,06-Jun,-0.651442,42.1069,1.3,2022,72857,all,104.086,104.40299999999999,0.345015,5.23424,-11.6697,-10.5081,-1.16167,-13.1523,4.4286,-9.53052,-3.6217599999999996,0.0,0.4286,0.4286,0.1429,0.1429,0.0,0.5714
Marcus Bagley,Arizona St.,12,34.7,103.5,19.2,50.5,53.63,5.6,18.9,7.5,13.1,23,32,0.7190000000000001,16,34,0.47100000000000003,25,72,0.34700000000000003,1.6,1.4,30.2,So,08-Jun,2.21919,107.411,3.9,2022,72858,all,105.198,98.2246,2.9079,66.8262,3.0230599999999996,2.63957,0.38348699999999997,2.71388,29.1667,2.6153299999999997,0.09855739999999999,1.5,4.6667,6.1667,1.1667,0.75,0.4167,10.8333
William Jeffress Jr.,Pittsburgh,16,31.1,79.7,12.2,25.4,30.19,5.6,8.8,6.3,10.5,10,16,0.625,10,37,0.27,3,20,0.15,1.7,1.3,28.1,So,07-Jun,-0.783532,72.0703,3.2,2022,72859,all,106.16799999999999,101.868,1.50864,42.6381,-2.2886900000000003,-2.13097,-0.15772,-3.201,17.125,-3.29125,0.0902575,0.875,1.3125,2.1875,0.625,0.375,0.25,2.4375
Mawot Mag,Rutgers,12,6.2,107.0,16.4,65.6,63.66,6.5,14.3,2.8,20.5,3,6,0.5,9,13,0.6920000000000001,1,3,0.33299999999999996,1.5,1.7,37.5,So,07-Jun,0.39821,104.929,2.9,2022,72860,all,100.745,94.1459,0.670198,12.0746,0.16309500000000002,-0.38608200000000004,0.5491779999999999,1.26577,5.8333,0.515296,0.7504689999999999,0.3333,0.75,1.0833,0.0833,0.1667,0.0833,2.0
Courvoisier McCauley,DePaul,19,25.6,94.7,15.4,44.3,45.42,3.8,9.9,0.0,11.2,4,6,0.667,6,14,0.429,14,47,0.298,1.2,0.9,9.8,Sr,05-Jun,0.288073,93.3679,4.5,2022,72861,all,105.014,99.37799999999999,0.989973,30.9868,-3.62265,-1.10648,-2.5161700000000002,-2.04086,10.3684,-1.56239,-0.478471,0.3684,0.9474,1.3158,0.0,0.1579,0.1053,3.0526
Kobe Elvis,Dayton,19,49.9,85.3,17.7,49.0,49.11,1.7,6.7,18.1,30.2,4,8,0.5,28,66,0.424,13,31,0.419,0.6,2.1,8.2,So,02-Jun,0.131375,87.1537,2.6,2022,72862,all,104.21700000000001,98.6236,1.9819099999999998,62.839,-1.41109,-2.10153,0.690444,-1.03942,20.2105,-1.83615,0.79673,0.3158,1.2632,1.5789,1.8947,0.7368,0.1053,5.2105
James Carlson,Idaho St.,3,0.6,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,Sr,09-Jun,-0.5101100000000001,-2.94774,8.0,2022,72864,all,106.899,115.28,0.06926030000000001,0.560591,-13.1374,-9.868730000000001,-3.2687,-17.9897,1.875,-14.4181,-3.5716099999999997,0.375,0.25,0.625,0.0,0.0,0.0,1.125
Lucas Saleh,Buffalo,6,1.4,176.7,9.5,87.5,87.5,0.0,7.3,0.0,0.0,0,0,0.0,2,2,1.0,1,2,0.5,0.0,0.0,0.0,Jr,06-Jun,0.513243,148.645,5.7,2022,72865,all,106.469,107.87700000000001,0.156903,1.8236599999999998,-0.551917,2.84039,-3.3923099999999997,4.71863,2.3333,3.6174800000000005,1.10115,0.0,0.1667,0.1667,0.0,0.0,0.0,1.1667
Jason Spurgin,Southern Utah,10,6.5,88.1,9.7,35.7,35.61,4.7,11.5,6.4,11.7,1,3,0.33299999999999996,1,4,0.25,1,3,0.33299999999999996,2.2,1.1,42.9,So,11-Jun,-0.22244299999999997,72.4349,5.6,2022,72867,all,104.609,105.321,0.380562,8.732280000000001,-3.18891,-2.69679,-0.492123,-3.8083,5.3571,-3.30956,-0.498749,0.5,0.5714,1.0714,0.2143,0.2857,0.2143,1.0714
Myles Wilmoth,Butler,24,34.8,92.1,9.1,44.7,46.41,6.5,15.7,3.3,21.2,7,13,0.5379999999999999,11,21,0.524,4,17,0.235,1.7,1.6,34.2,So,09-Jun,-0.15783,82.115,4.0,2022,72868,all,103.89399999999999,97.0711,1.51686,61.1513,-0.27579000000000004,-2.2451,1.96931,-1.1391,14.7083,-2.60437,1.46527,0.8333,1.75,2.5833,0.25,0.375,0.2083,1.7083
Chuck Harris,Butler,24,70.2,101.9,24.6,49.4,53.67,2.3,10.5,18.1,16.2,56,67,0.836,55,138,0.39899999999999997,48,119,0.40299999999999997,0.3,2.1,26.1,So,02-Jun,2.96069,114.425,3.2,2022,72869,all,105.171,98.819,2.88639,116.833,2.2793200000000002,2.38876,-0.10944100000000001,2.8734,29.7083,2.38778,0.485622,0.5833,2.375,2.9583,2.25,1.0,0.0833,12.9167
Nick Fleming,Southern Utah,12,16.1,88.9,13.8,22.2,30.68,5.7,17.8,19.0,13.3,8,17,0.47100000000000003,1,5,0.2,2,13,0.154,0.0,2.3,94.4,Sr,01-Jun,-0.248406,78.2717,2.3,2022,72871,all,101.934,105.31,0.780566,24.1149,-1.55155,-1.16252,-0.389033,-2.01857,12.7647,-1.9147299999999998,-0.103832,0.5294,1.8824,2.4118,1.4706,0.6471,0.0,3.4706
Boubacar Coulibaly,USC,15,3.4,105.1,20.1,71.4,71.43,10.5,11.7,4.8,31.9,0,0,0.0,10,14,0.7140000000000001,0,0,0.0,4.5,2.6,0.0,So,10-Jun,0.280882,111.65100000000001,7.0,2022,72873,all,92.9188,87.6482,0.42147700000000005,9.648489999999999,4.90961,0.86121,4.0484,4.49905,3.0667,0.357086,4.14197,0.2667,0.3333,0.6,0.0667,0.1333,0.1333,1.3333
Kyle Karstetter,Idaho St.,12,4.4,11.3,7.7,0.0,0.0,3.7,14.5,0.0,0.0,0,0,0.0,0,1,0.0,0,5,0.0,0.0,0.0,0.0,So,07-Jun,-0.768363,6.28987,4.7,2022,72874,all,102.179,104.39299999999999,0.222466,5.01013,-12.8768,-8.56604,-4.31074,-11.8478,3.4706,-9.96567,-1.8821599999999998,0.1176,0.4706,0.5882,0.0588,0.0,0.0,0.4118
Kyndall Davis,LIU Brooklyn,18,38.3,100.7,14.8,42.3,45.81,7.9,8.8,11.4,14.4,15,24,0.625,23,43,0.535,3,22,0.136,2.6,3.9,36.9,So,05-Jun,0.157372,88.2135,4.5,2022,72875,all,96.2927,100.322,1.43307,60.6686,-0.021680200000000004,-1.4719799999999998,1.4503,-0.610643,15.3333,-2.61453,2.00388,1.2222,1.2222,2.4444,1.0,1.1111,0.3889,3.8889
Anthony Kabala,LIU Brooklyn,1,0.3,39.3,32.8,0.0,0.0,49.4,0.0,0.0,81.4,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,08-Jun,-0.331563,37.4801,20.0,2022,72876,all,107.792,110.352,0.11731300000000001,0.24423699999999998,-32.4244,-24.066999999999997,-8.357460000000001,-29.8513,2.0,-23.335,-6.51636,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Christian Jeanty,LIU Brooklyn,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,So,03-Jun,-0.159778,-6.83507,0.0,2022,72877,all,109.78200000000001,114.51299999999999,0.0221091,0.10521199999999999,-7.995889999999999,-5.565169999999999,-2.43073,-13.363,0.5,-8.78549,-4.57755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creighton Lebo,North Carolina,7,0.9,112.8,17.9,75.0,75.0,9.4,9.9,0.0,28.0,0,0,0.0,3,3,1.0,0,1,0.0,0.0,0.0,0.0,So,01-Jun,0.14578,111.99,0.0,2022,72879,all,106.038,101.665,0.139543,1.4803899999999999,-3.91315,0.47442700000000004,-4.387569999999999,5.95946,1.5714,5.50283,0.45662700000000006,0.1429,0.1429,0.2857,0.0,0.0,0.0,0.8571
Will Carius,Western Illinois,21,79.5,115.2,20.5,53.6,57.65,5.8,11.8,5.8,11.0,64,82,0.78,47,105,0.44799999999999995,53,131,0.405,1.7,1.3,34.7,Sr,07-Jun,2.92064,111.71600000000001,3.2,2022,72880,all,110.708,110.42200000000001,1.8581400000000001,116.15899999999999,1.44489,3.20784,-1.76295,2.269,31.6818,3.83659,-1.56759,1.9091,3.2273,5.1364,0.8636,0.7273,0.5909,14.7273
Marty Silvera,Saint Peter's,25,24.2,87.3,19.5,46.3,48.35,5.0,8.7,17.5,27.4,6,7,0.857,16,43,0.37200000000000005,10,24,0.41700000000000004,0.5,4.6,10.4,So,Jun-00,-0.023586199999999998,84.5536,4.1,2022,72882,all,89.1543,92.7372,1.15946,50.8941,-1.52203,-3.14655,1.62452,-0.19905899999999999,9.68,-2.9517599999999997,2.7527,0.44,0.76,1.2,0.76,0.76,0.04,2.72
Charles Mendys,Elon,6,1.5,0.0,13.7,0.0,0.0,0.0,11.0,0.0,40.4,0,0,0.0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,Sr,Jun-00,-0.5489069999999999,-1.0278,3.6,2022,72884,all,105.27799999999999,108.699,0.118052,1.5026899999999999,-17.4451,-13.8965,-3.54861,-21.9353,1.7143,-15.9119,-6.02343,0.0,0.1429,0.1429,0.0,0.0,0.0,0.0
Jake kosakowski,UC San Diego,5,4.8,131.0,19.0,72.2,72.22,9.1,22.8,16.4,11.3,0,0,0.0,2,4,0.5,3,5,0.6,0.0,0.0,0.0,So,06-Jun,0.943526,135.609,3.0,2022,72887,all,111.06200000000001,110.508,0.313825,4.44022,2.99375,6.0830400000000004,-3.08929,10.1763,8.375,10.395999999999999,-0.219717,0.25,1.25,1.5,0.25,0.0,0.0,2.625
Bryce Pope,UC San Diego,12,59.1,93.5,17.3,56.4,55.62,0.4,8.9,6.1,15.0,1,5,0.2,30,54,0.556,18,47,0.38299999999999995,0.0,0.3,5.0,So,03-Jun,0.762396,93.2318,1.1,2022,72888,all,115.303,115.46799999999999,1.12677,43.9028,-4.77961,-1.1661700000000002,-3.61344,-3.24821,26.4,-0.039128199999999995,-3.20909,0.2,2.1333,2.3333,0.8,0.2,0.0,9.6667
Joe Moon IV,Bryant,8,3.0,71.6,19.3,35.7,35.71,8.9,0.0,12.9,32.5,0,0,0.0,1,4,0.25,1,3,0.33299999999999996,0.0,6.3,0.0,So,01-Jun,-0.203065,66.5293,11.2,2022,72890,all,95.6309,100.277,0.292548,5.96053,-3.5708800000000003,-4.453469999999999,0.8825870000000001,-8.378110000000001,5.0,-9.60373,1.2256200000000002,0.2222,0.0,0.2222,0.6667,0.4444,0.1111,1.5556
